"Timestamp","id_sourvey","respondent_gender","respondent_birth_year","respondent_education_level","respondent_years_academic_jobs","respondent_particip_local_elections","party","idiological_value"
"2020-10-10 16:20:25",59,"Mujer",1992,"Especialización",0,3,"Opción Ciudadana",NA
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"P. Comunista Colombiano",2
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Colombia Humana",2
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"FARC partido",2
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"POLO Democrático Alternativo",3
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"P. UP",3
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Alizana Verde",4
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Colombia Justa Libres",5
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"P. Liberal",6
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"P. de la U",6
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Cambio Radical",8
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Centro Democrático",8
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"P. Conservador",NA
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"MAIS",NA
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"MIRA",NA
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"ASI",NA
"2020-10-10 16:21:10",60,"Hombre",1992,"Maestría",0,3,"Opción Ciudadana",NA
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"POLO Democrático Alternativo",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Colombia Justa Libres",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"P. Comunista Colombiano",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"MAIS",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Colombia Humana",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"FARC partido",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"ASI",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"P. UP",1
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"P. Liberal",2
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Alizana Verde",2
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"MIRA",2
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Opción Ciudadana",3
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Cambio Radical",8
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"P. de la U",8
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"P. Conservador",9
"2020-10-10 16:27:48",61,"Hombre",1978,"Doctorado",15,6,"Centro Democrático",9
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"P. Comunista Colombiano",1
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Colombia Humana",1
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"FARC partido",1
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"P. UP",1
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"POLO Democrático Alternativo",3
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Alizana Verde",3
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"P. Liberal",7
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Cambio Radical",8
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"P. Conservador",8
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"P. de la U",8
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Colombia Justa Libres",9
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Centro Democrático",9
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"MAIS",NA
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"MIRA",NA
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"ASI",NA
"2020-10-10 16:48:56",62,"Mujer",1970,"Profesional",0,3,"Opción Ciudadana",NA
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"P. Comunista Colombiano",1
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"FARC partido",2
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"P. UP",2
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"POLO Democrático Alternativo",3
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"MAIS",3
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Colombia Humana",3
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Alizana Verde",4
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"ASI",4
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"P. Liberal",5
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"P. de la U",5
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Cambio Radical",6
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"MIRA",6
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Opción Ciudadana",6
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"P. Conservador",7
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Colombia Justa Libres",8
"2020-10-10 17:07:49",63,"Hombre",2000,"Profesional",2,1,"Centro Democrático",8
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"POLO Democrático Alternativo",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"P. Comunista Colombiano",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"MAIS",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Colombia Humana",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"FARC partido",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"ASI",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"P. UP",1
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Alizana Verde",2
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"P. Liberal",3
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Cambio Radical",4
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"P. Conservador",4
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"P. de la U",4
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Centro Democrático",6
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Colombia Justa Libres",7
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"MIRA",7
"2020-10-10 17:25:27",64,"Hombre",1983,"Maestría",8,5,"Opción Ciudadana",7
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"FARC partido",1
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"P. Comunista Colombiano",2
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"P. UP",2
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"POLO Democrático Alternativo",3
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Colombia Humana",3
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"MAIS",4
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Alizana Verde",5
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"ASI",5
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"P. Liberal",6
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Cambio Radical",7
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"P. de la U",7
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Colombia Justa Libres",8
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"P. Conservador",8
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"MIRA",8
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Centro Democrático",9
"2020-10-10 17:47:55",65,"Hombre",1981,"Maestría",5,3,"Opción Ciudadana",9
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"P. Comunista Colombiano",2
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"FARC partido",2
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"P. UP",2
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"MAIS",3
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Colombia Humana",3
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"POLO Democrático Alternativo",4
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"ASI",4
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"P. Liberal",5
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Alizana Verde",5
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"P. de la U",6
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Cambio Radical",7
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"P. Conservador",7
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Colombia Justa Libres",8
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"MIRA",8
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Centro Democrático",8
"2020-10-10 17:59:58",66,"Hombre",1971,"Maestría",2,6,"Opción Ciudadana",8
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"P. Comunista Colombiano",1
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Colombia Humana",1
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"FARC partido",1
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"P. UP",1
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"POLO Democrático Alternativo",2
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Colombia Justa Libres",2
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"MAIS",2
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"MIRA",3
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"ASI",3
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Alizana Verde",4
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"P. Liberal",7
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Opción Ciudadana",7
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Cambio Radical",8
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"P. Conservador",8
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"P. de la U",8
"2020-10-10 17:59:59",67,"Hombre",1970,"Maestría",0,2,"Centro Democrático",9
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"P. Comunista Colombiano",2
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"FARC partido",2
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"P. UP",2
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"POLO Democrático Alternativo",4
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Colombia Humana",4
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"P. Liberal",5
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"MAIS",5
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Alizana Verde",6
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"P. Conservador",7
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"P. de la U",7
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Cambio Radical",8
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"MIRA",8
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Centro Democrático",8
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Colombia Justa Libres",NA
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"ASI",NA
"2020-10-10 18:33:37",68,"Hombre",1964,NA,0,6,"Opción Ciudadana",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"P. Comunista Colombiano",1
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Colombia Humana",1
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"FARC partido",1
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"MAIS",8
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Alizana Verde",8
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Centro Democrático",8
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"POLO Democrático Alternativo",9
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"P. Conservador",9
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"P. Liberal",9
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"P. de la U",9
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Colombia Justa Libres",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Cambio Radical",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"MIRA",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"ASI",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"P. UP",NA
"2020-10-10 18:47:25",69,"Hombre",1971,"Especialización",0,5,"Opción Ciudadana",NA
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Colombia Humana",1
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"FARC partido",2
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"P. UP",2
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"POLO Democrático Alternativo",3
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"MAIS",3
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Opción Ciudadana",3
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Colombia Justa Libres",4
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Alizana Verde",4
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"P. Liberal",8
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Cambio Radical",9
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"P. Conservador",9
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"MIRA",9
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"Centro Democrático",9
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"P. de la U",9
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"P. Comunista Colombiano",NA
"2020-10-10 18:53:21",70,"Hombre",1992,"Profesional",4,3,"ASI",NA
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"P. Comunista Colombiano",1
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"FARC partido",2
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"POLO Democrático Alternativo",3
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"MAIS",3
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"P. UP",3
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Colombia Humana",4
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Alizana Verde",5
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"ASI",6
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"P. Liberal",7
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"MIRA",7
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Colombia Justa Libres",8
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Cambio Radical",8
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"P. Conservador",8
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"P. de la U",8
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Opción Ciudadana",8
"2020-10-10 19:29:52",71,"Hombre",1993,"Maestría",4,3,"Centro Democrático",9
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"P. Comunista Colombiano",2
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Colombia Humana",2
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"FARC partido",2
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"P. UP",2
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"MAIS",3
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"ASI",3
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"POLO Democrático Alternativo",4
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Alizana Verde",5
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"P. Liberal",6
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"P. de la U",7
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Cambio Radical",8
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"P. Conservador",8
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Colombia Justa Libres",9
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"MIRA",9
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Centro Democrático",9
"2020-10-10 19:36:22",72,"Hombre",1976,"Doctorado",16,5,"Opción Ciudadana",9
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"POLO Democrático Alternativo",1
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"P. Comunista Colombiano",1
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"P. UP",1
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Colombia Humana",2
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"FARC partido",2
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Alizana Verde",6
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"P. Liberal",7
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"P. de la U",7
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Cambio Radical",8
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"P. Conservador",8
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Centro Democrático",9
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Colombia Justa Libres",NA
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"MAIS",NA
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"MIRA",NA
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"ASI",NA
"2020-10-10 19:52:36",73,"Mujer",1965,"Maestría",16,6,"Opción Ciudadana",NA
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"P. Comunista Colombiano",2
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"MAIS",2
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"FARC partido",2
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Colombia Humana",3
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"P. UP",3
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"POLO Democrático Alternativo",4
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"ASI",4
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"P. Liberal",6
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Alizana Verde",6
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"P. de la U",7
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Opción Ciudadana",7
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Colombia Justa Libres",9
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Cambio Radical",9
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"P. Conservador",9
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"MIRA",9
"2020-10-10 19:52:44",74,"Mujer",1967,"Doctorado",5,6,"Centro Democrático",9
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"FARC partido",1
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"POLO Democrático Alternativo",3
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Colombia Humana",3
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"P. Conservador",5
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Cambio Radical",6
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"P. Liberal",6
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"MIRA",6
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"P. de la U",8
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Centro Democrático",9
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Colombia Justa Libres",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"P. Comunista Colombiano",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"MAIS",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Alizana Verde",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"ASI",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"P. UP",NA
"2020-10-10 20:05:44",75,"Mujer",1983,"Profesional",0,3,"Opción Ciudadana",NA
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"POLO Democrático Alternativo",4
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"MAIS",4
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Colombia Humana",4
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"FARC partido",4
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"P. UP",4
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"P. Comunista Colombiano",5
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"P. Conservador",6
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Alizana Verde",6
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"P. Liberal",7
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Cambio Radical",8
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"MIRA",8
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Centro Democrático",8
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"P. de la U",8
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Colombia Justa Libres",NA
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"ASI",NA
"2020-10-10 20:18:03",76,"Mujer",1991,"Profesional",2,3,"Opción Ciudadana",NA
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"P. Comunista Colombiano",2
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"FARC partido",2
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"POLO Democrático Alternativo",3
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Colombia Humana",4
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"P. Conservador",7
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Alizana Verde",7
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"P. de la U",7
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Colombia Justa Libres",8
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Cambio Radical",8
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"MIRA",8
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Opción Ciudadana",8
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"Centro Democrático",9
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"P. Liberal",NA
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"MAIS",NA
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"ASI",NA
"2020-10-10 20:22:09",77,"Hombre",1994,"Maestría",4,1,"P. UP",NA
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"P. Comunista Colombiano",1
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"P. UP",2
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"POLO Democrático Alternativo",3
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Colombia Humana",3
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Alizana Verde",3
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Opción Ciudadana",3
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"MIRA",6
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Cambio Radical",7
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"P. Conservador",8
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Centro Democrático",8
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"Colombia Justa Libres",NA
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"P. Liberal",NA
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"MAIS",NA
"2020-10-10 20:25:02",78,"Hombre",1968,"Profesional",23,5,"FARC partido",NA
